TOT_POP,ICU Beds_x,Population Aged 60+,anycondition_prevalence,anycondition_number,Obesity_prevalence,Obesity_number,Heart disease_prevalence,COPD_prevalence,COPD_number,diabetes_number,CKD_number,y
42454.0,0.0,6340.0,44.9,13721.0,37.2,11372.0,6.7,7.0,2137.0,3449.0,864.0,2051
39531.0,12.0,9748.0,41.5,12223.0,29.6,8710.0,8.0,8.3,2429.0,3503.0,978.0,2360
46430.0,6.0,11338.0,45.8,16954.0,34.5,12779.0,8.3,9.4,3499.0,4343.0,1182.0,3087
75317.0,51.0,17686.0,47.1,27187.0,36.1,20823.0,8.7,9.2,5325.0,8324.0,2161.0,5024
103195.0,24.0,21277.0,46.2,37217.0,36.9,29697.0,7.0,7.8,6242.0,10369.0,2448.0,5626
3645.0,0.0,1142.0,48.3,1390.0,39.1,1125.0,8.5,7.8,224.0,330.0,95.0,244
29763.0,4.0,8196.0,52.1,12285.0,35.0,8253.0,10.6,12.0,2823.0,3558.0,902.0,2495
205950.0,21.0,25156.0,45.3,68403.0,36.6,55253.0,5.6,7.1,10643.0,16257.0,3714.0,8384
53745.0,6.0,12790.0,48.6,20250.0,36.9,15368.0,8.5,9.9,4106.0,5107.0,1306.0,3533
12442.0,0.0,2502.0,55.1,5206.0,39.3,3711.0,10.2,13.3,1251.0,1441.0,333.0,964
34371.0,8.0,9157.0,41.1,10687.0,33.1,8599.0,8.0,6.7,1733.0,2734.0,857.0,2070
5360.0,0.0,973.0,44.9,1712.0,32.4,1235.0,7.9,8.0,305.0,486.0,127.0,300
22402.0,0.0,6384.0,50.6,9168.0,41.1,7440.0,9.7,10.2,1855.0,3483.0,819.0,1757
943823.0,173.0,197334.0,31.7,231953.0,23.2,169774.0,5.5,5.5,39898.0,62779.0,19329.0,40301
369811.0,92.0,75299.0,38.4,111806.0,30.5,88790.0,6.1,5.8,17022.0,32972.0,8158.0,17650
5610.0,0.0,1200.0,38.3,1716.0,27.2,1218.0,7.2,7.2,324.0,434.0,137.0,323
11924.0,0.0,3359.0,43.5,3969.0,33.9,3090.0,8.0,6.7,614.0,1056.0,302.0,725
55976.0,14.0,14708.0,54.4,23582.0,39.9,17305.0,10.2,10.9,4725.0,7506.0,1900.0,4431
17761.0,0.0,5164.0,52.7,7611.0,35.1,5072.0,11.2,13.0,1879.0,2260.0,569.0,1625
78753.0,32.0,16826.0,42.9,26592.0,33.6,20824.0,7.2,8.3,5114.0,6595.0,1784.0,4455
25220.0,0.0,6150.0,58.3,11830.0,43.0,8721.0,10.2,12.2,2473.0,3641.0,825.0,2064
13280.0,0.0,3473.0,46.3,4614.0,39.0,3889.0,7.9,8.0,799.0,1250.0,314.0,788
3216.0,0.0,956.0,45.9,1163.0,37.0,938.0,8.4,7.0,177.0,289.0,82.0,213
49455.0,8.0,11948.0,45.9,17543.0,36.0,13755.0,9.1,10.3,3949.0,5138.0,1351.0,3466
4286.0,0.0,1037.0,35.7,1153.0,25.4,820.0,7.8,7.2,233.0,319.0,111.0,253
209983.0,51.0,35016.0,36.5,62310.0,27.9,47583.0,5.4,6.0,10215.0,14748.0,4186.0,9177
291538.0,73.0,43608.0,37.2,81868.0,27.7,60995.0,5.1,5.5,12059.0,19490.0,5309.0,11289
33888.0,10.0,5103.0,49.6,11744.0,40.9,9683.0,7.2,7.3,1718.0,3263.0,746.0,1695
700307.0,274.0,136794.0,44.0,235337.0,34.9,186829.0,6.7,7.8,41587.0,62470.0,16187.0,36009
15611.0,0.0,4190.0,49.4,5988.0,35.8,4341.0,9.1,10.5,1269.0,1515.0,432.0,1109
118230.0,52.0,24464.0,36.5,34625.0,29.4,27884.0,6.1,5.7,5429.0,7729.0,2510.0,5753
10177.0,0.0,2880.0,54.1,4351.0,40.0,3218.0,10.4,12.4,996.0,1164.0,304.0,840
15420.0,0.0,3814.0,50.8,6337.0,36.6,4565.0,9.4,10.1,1265.0,2025.0,503.0,1172
20690.0,4.0,4547.0,50.7,8469.0,40.5,6768.0,8.3,10.6,1775.0,2246.0,537.0,1389
21055.0,5.0,4746.0,53.9,8637.0,41.7,6678.0,9.3,10.2,1630.0,2627.0,629.0,1487
16184.0,0.0,4936.0,55.2,7150.0,37.1,4801.0,12.1,14.5,1870.0,2205.0,551.0,1562
27004.0,0.0,6600.0,57.9,12113.0,40.5,8475.0,11.5,14.7,3074.0,3470.0,817.0,2400
324890.0,78.0,42641.0,44.6,109104.0,34.4,84208.0,5.8,7.3,17935.0,25187.0,6007.0,14102
16722.0,0.0,6057.0,51.9,7059.0,33.2,4517.0,12.6,12.7,1733.0,2232.0,585.0,1720
13747.0,0.0,2288.0,51.3,4852.0,38.7,3660.0,9.7,10.5,995.0,1538.0,398.0,919
33033.0,8.0,6098.0,50.3,11794.0,38.9,9124.0,8.5,8.6,2017.0,3405.0,832.0,1993
109864.0,27.0,27978.0,38.8,34020.0,29.6,25965.0,7.1,7.7,6751.0,8931.0,2580.0,6203
277097.0,142.0,61034.0,41.1,88350.0,32.2,69147.0,7.0,7.2,15560.0,24525.0,6550.0,14948
492.0,0.0,115.0,44.7,179.0,35.4,142.0,9.0,8.5,34.0,49.0,14.0,36
43622.0,10.0,10379.0,51.4,17230.0,36.8,12332.0,9.1,10.6,3566.0,4115.0,1140.0,3066
16207.0,4.0,4382.0,41.6,5295.0,31.9,4057.0,8.1,7.2,919.0,1500.0,420.0,1035
8679.0,0.0,2842.0,47.8,3230.0,36.2,2448.0,9.5,8.6,585.0,851.0,249.0,640
29439.0,0.0,4382.0,41.4,8032.0,34.4,6673.0,6.0,6.3,1223.0,1855.0,517.0,1171
7649.0,0.0,2554.0,44.4,2805.0,32.6,2059.0,10.9,10.6,670.0,962.0,274.0,691
3079.0,0.0,630.0,47.4,1047.0,36.4,804.0,8.0,7.7,169.0,289.0,72.0,177
7033.0,0.0,1622.0,59.8,3400.0,44.4,2523.0,13.1,17.2,978.0,1051.0,247.0,742
71375.0,28.0,16604.0,44.5,25369.0,30.3,17256.0,9.1,10.1,5730.0,6964.0,1941.0,5184
163129.0,33.0,34912.0,43.8,55000.0,34.6,43398.0,7.0,6.9,8680.0,13020.0,3784.0,8720
32251.0,6.0,7881.0,50.5,12630.0,39.7,9928.0,9.1,10.0,2511.0,4041.0,983.0,2270
12440.0,0.0,3913.0,43.3,4405.0,34.4,3500.0,9.1,7.6,773.0,1253.0,372.0,924
110445.0,12.0,24267.0,47.8,38682.0,32.5,26316.0,10.6,11.4,9193.0,12334.0,3679.0,8569
14147.0,4.0,4413.0,46.9,5295.0,34.7,3914.0,9.7,9.3,1049.0,1430.0,430.0,1095
6050.0,0.0,1705.0,47.7,2193.0,34.5,1585.0,9.5,10.7,491.0,606.0,161.0,435
850967.0,139.0,167777.0,33.7,221125.0,23.9,156883.0,5.9,5.6,36831.0,63672.0,19164.0,38571
12288.0,0.0,3156.0,44.7,4283.0,32.6,3125.0,7.4,8.3,796.0,1001.0,287.0,712
4326.0,0.0,1263.0,49.4,1629.0,34.6,1141.0,9.3,8.9,294.0,407.0,110.0,305
5802.0,0.0,1490.0,48.0,2155.0,38.0,1706.0,8.3,8.2,369.0,558.0,145.0,372
94324.0,82.0,20099.0,50.3,36179.0,39.5,28413.0,8.3,8.4,6027.0,9879.0,2465.0,5952
9252.0,0.0,2342.0,52.2,3680.0,36.5,2572.0,10.5,12.7,893.0,1057.0,252.0,742
19816.0,0.0,3334.0,49.9,7605.0,40.1,6112.0,7.2,6.3,965.0,2211.0,510.0,1093
9974.0,0.0,2481.0,61.7,4764.0,45.8,3535.0,11.0,12.1,932.0,1719.0,385.0,849
22869.0,10.0,5565.0,42.9,7723.0,33.6,6051.0,7.7,6.2,1122.0,1870.0,559.0,1390
7584.0,0.0,2153.0,51.3,3059.0,37.2,2218.0,9.5,8.5,504.0,921.0,228.0,566
10340.0,0.0,1972.0,46.1,3626.0,34.4,2705.0,8.1,9.8,767.0,1106.0,272.0,639
15000.0,0.0,4846.0,46.3,5682.0,32.8,4021.0,10.2,10.7,1307.0,1678.0,461.0,1251
9410.0,0.0,3905.0,54.5,4520.0,39.5,3276.0,11.9,11.0,910.0,1576.0,402.0,983
370963.0,92.0,65781.0,34.8,105037.0,26.6,80340.0,5.5,5.6,16992.0,26177.0,7294.0,16589
68114.0,34.0,15529.0,52.7,27960.0,42.2,22392.0,9.2,9.6,5096.0,8680.0,2089.0,4866
3343364.0,570.0,604412.0,34.1,893601.0,24.1,631650.0,5.3,5.1,133740.0,251137.0,70932.0,139723
17821.0,2.0,4680.0,51.8,7134.0,38.4,5292.0,11.6,14.6,2010.0,2318.0,548.0,1603
71604.0,0.0,16589.0,48.7,26517.0,35.1,19095.0,9.2,9.9,5375.0,7150.0,1850.0,4996
6889.0,0.0,2568.0,41.8,2411.0,27.0,1557.0,9.7,8.2,475.0,777.0,244.0,558
22612.0,8.0,4782.0,52.8,8989.0,37.7,6420.0,9.1,11.1,1896.0,2775.0,679.0,1555
11161.0,0.0,3618.0,51.7,4766.0,35.3,3254.0,12.4,13.1,1209.0,1525.0,415.0,1141
82753.0,17.0,16862.0,46.3,29197.0,31.9,20117.0,7.1,8.5,5341.0,7412.0,1785.0,4489
111729.0,38.0,24271.0,40.9,35239.0,30.1,25924.0,7.4,6.0,5206.0,8907.0,2586.0,6372
323780.0,260.0,55235.0,42.5,108765.0,31.6,80941.0,6.9,7.9,20300.0,30179.0,7062.0,17708
157672.0,10.0,28392.0,45.3,51784.0,32.8,37501.0,7.2,7.6,8657.0,14552.0,4039.0,8205
45108.0,9.0,13673.0,45.7,16331.0,35.4,12651.0,8.3,7.0,2484.0,4201.0,1212.0,2954
42565.0,26.0,9945.0,41.8,13482.0,33.2,10720.0,7.6,9.1,2943.0,3774.0,964.0,2444
14520.0,0.0,4258.0,50.5,5948.0,37.6,4432.0,9.0,9.2,1084.0,1931.0,477.0,1064
20388.0,0.0,5162.0,55.8,8780.0,39.8,6262.0,10.8,13.1,2068.0,2433.0,572.0,1696
39583.0,10.0,10474.0,54.2,17046.0,38.2,12008.0,11.1,14.0,4389.0,4953.0,1230.0,3495
420152.0,71.0,93051.0,41.8,136547.0,32.9,107359.0,7.2,7.8,25364.0,36610.0,10025.0,23631
12097.0,0.0,3437.0,37.3,3588.0,29.0,2793.0,7.2,6.7,642.0,1008.0,291.0,698
597555.0,110.0,110038.0,34.4,155375.0,27.2,122920.0,5.4,4.7,21432.0,37119.0,10687.0,24502
13158.0,0.0,2865.0,52.9,5028.0,39.9,3790.0,10.1,9.4,892.0,1620.0,401.0,958
36611.0,8.0,5555.0,50.3,12856.0,44.2,11303.0,6.5,7.2,1841.0,3289.0,776.0,1666
128607.0,76.0,29936.0,41.9,43675.0,31.3,32590.0,8.2,9.5,9865.0,12717.0,3218.0,8520
13765.0,0.0,4283.0,34.1,3850.0,23.8,2685.0,7.6,6.9,782.0,1162.0,383.0,861
74615.0,18.0,20550.0,48.0,28577.0,37.0,22030.0,8.9,9.6,5713.0,8021.0,1994.0,5273
1955.0,0.0,704.0,45.7,723.0,36.0,570.0,9.7,8.5,135.0,202.0,59.0,153
28281.0,5.0,6946.0,48.7,10569.0,38.0,8242.0,8.6,9.8,2129.0,2728.0,690.0,1869
7020.0,0.0,2036.0,49.7,2692.0,36.8,1994.0,9.0,8.5,461.0,669.0,186.0,485
83442.0,12.0,19667.0,48.6,31416.0,33.4,21605.0,9.2,10.8,7008.0,8840.0,2195.0,5947
648360.0,379.0,120771.0,43.8,212372.0,31.9,154497.0,7.5,7.4,35931.0,57985.0,14701.0,36429
2667.0,0.0,666.0,50.2,1015.0,39.5,798.0,8.6,8.4,171.0,277.0,71.0,173
82299.0,10.0,22345.0,54.5,35206.0,38.0,24538.0,10.2,10.4,6692.0,9719.0,2494.0,6615
142067.0,16.0,38502.0,47.3,53994.0,35.6,40606.0,8.4,9.2,10466.0,14113.0,3775.0,9550
5505.0,0.0,1761.0,46.6,1989.0,36.0,1535.0,10.4,8.1,344.0,563.0,167.0,443
4434.0,0.0,1721.0,45.9,1772.0,32.2,1243.0,10.2,11.8,457.0,556.0,155.0,393
24133.0,0.0,6402.0,48.8,9016.0,35.9,6636.0,8.5,10.3,1896.0,2528.0,600.0,1566
178550.0,29.0,36849.0,50.1,69049.0,40.4,55649.0,7.4,8.5,11669.0,19351.0,4579.0,10241
26575.0,0.0,4530.0,40.7,8114.0,31.5,6286.0,5.9,6.3,1256.0,1986.0,521.0,1182
76482.0,25.0,19563.0,46.2,27933.0,34.7,20960.0,9.2,10.7,6489.0,8271.0,2078.0,5561
68192.0,7.0,16363.0,48.2,25894.0,37.6,20217.0,8.2,9.4,5037.0,5936.0,1682.0,4425
14422.0,0.0,2846.0,47.7,5423.0,36.0,4093.0,7.7,7.9,894.0,1420.0,360.0,877
51653.0,0.0,13966.0,44.1,18101.0,33.6,13778.0,8.9,10.1,4131.0,5021.0,1382.0,3634
27436.0,0.0,6289.0,51.8,10804.0,39.8,8304.0,9.7,11.1,2324.0,3412.0,844.0,2017
21709.0,6.0,4406.0,48.4,7932.0,37.7,6180.0,8.0,8.5,1398.0,1954.0,499.0,1318
1614714.0,216.0,319971.0,29.2,378087.0,21.0,272135.0,5.1,4.8,62364.0,97570.0,30890.0,65873
26035.0,6.0,6327.0,46.5,9425.0,32.7,6621.0,8.5,9.9,1996.0,2697.0,700.0,1716
2742.0,0.0,347.0,54.7,1077.0,45.8,901.0,10.6,10.5,207.0,359.0,89.0,209
194160.0,61.0,34483.0,47.6,69475.0,37.4,54622.0,6.9,7.6,11067.0,20949.0,4922.0,10041
8013.0,8.0,2300.0,51.6,3159.0,39.9,2440.0,9.1,9.7,594.0,1038.0,262.0,555
42929.0,5.0,9608.0,47.1,15180.0,38.7,12476.0,7.0,6.8,2201.0,3391.0,949.0,2262
96174.0,10.0,18399.0,49.1,36584.0,33.4,24876.0,7.8,8.9,6606.0,9737.0,2298.0,5840
18328.0,5.0,3890.0,47.0,6769.0,32.3,4648.0,8.9,9.3,1331.0,2005.0,508.0,1287
8680.0,3.0,2324.0,45.4,3086.0,37.1,2521.0,7.2,6.7,456.0,667.0,201.0,490
2533.0,0.0,725.0,48.3,915.0,37.9,719.0,9.0,8.5,162.0,246.0,66.0,172
3861.0,0.0,1252.0,49.7,1484.0,33.9,1013.0,10.8,10.0,297.0,446.0,126.0,323
49038.0,8.0,9596.0,50.1,18324.0,37.3,13645.0,8.6,10.8,3966.0,4957.0,1213.0,3158
810.0,0.0,230.0,45.1,294.0,32.0,209.0,9.9,8.3,54.0,83.0,25.0,65
52005.0,15.0,13212.0,55.8,22464.0,40.1,16158.0,10.3,11.2,4499.0,7676.0,1866.0,4139
193048.0,30.0,28594.0,34.3,52468.0,28.2,43164.0,5.4,6.9,10628.0,14474.0,3676.0,8250
7060.0,0.0,1645.0,40.6,2048.0,31.1,1567.0,7.2,7.0,354.0,547.0,152.0,364
218022.0,51.0,53519.0,40.2,68790.0,29.7,50761.0,7.8,8.6,14692.0,20520.0,5479.0,13414
13006.0,0.0,2764.0,47.7,4294.0,36.5,3288.0,7.5,6.6,592.0,1013.0,290.0,673
16106.0,0.0,3627.0,55.2,6786.0,41.0,5044.0,10.2,12.8,1580.0,1875.0,434.0,1253
1050114.0,538.0,159840.0,33.1,271695.0,26.5,217487.0,5.1,5.3,43493.0,83072.0,22450.0,41504
143477.0,58.0,35994.0,48.5,54115.0,34.6,38584.0,7.9,8.5,9523.0,12988.0,3661.0,8778
2232.0,0.0,851.0,47.2,839.0,34.9,621.0,9.9,7.9,140.0,229.0,66.0,176
75457.0,12.0,19681.0,43.8,26765.0,33.3,20345.0,8.2,8.6,5261.0,7284.0,1936.0,4983
8981.0,4.0,2584.0,51.9,3581.0,38.3,2644.0,8.4,7.7,533.0,787.0,227.0,577
54033.0,34.0,6611.0,40.0,17931.0,30.5,13680.0,5.2,6.2,2787.0,3831.0,1079.0,2343
13345.0,0.0,3148.0,54.4,5930.0,38.2,4166.0,11.5,14.8,1612.0,1777.0,423.0,1255
15765.0,0.0,3784.0,50.0,6406.0,37.1,4756.0,7.9,9.5,1213.0,1474.0,413.0,1018
18339.0,0.0,2037.0,37.2,5980.0,29.9,4800.0,5.2,6.5,1044.0,1260.0,374.0,827
22824.0,0.0,7519.0,49.2,9348.0,34.4,6540.0,10.0,9.1,1738.0,2853.0,720.0,1893
26804.0,10.0,9675.0,48.0,10293.0,33.9,7273.0,10.1,8.6,1835.0,3012.0,817.0,2173
20764.0,0.0,5031.0,49.1,7587.0,37.4,5782.0,9.1,11.9,1833.0,2209.0,539.0,1410
2430.0,0.0,724.0,41.2,788.0,31.7,607.0,9.0,9.0,173.0,227.0,69.0,172
21068.0,0.0,5261.0,53.0,8793.0,39.2,6499.0,9.7,11.2,1856.0,2902.0,703.0,1613
651215.0,127.0,111767.0,31.8,158097.0,23.5,116987.0,4.7,4.8,24067.0,39382.0,12223.0,23641
564751.0,100.0,123831.0,37.3,164214.0,28.9,127404.0,6.2,6.4,28095.0,46559.0,12494.0,27257
146917.0,38.0,23773.0,33.9,42062.0,27.1,33591.0,5.8,7.1,8780.0,11462.0,3070.0,7128
17307.0,0.0,1822.0,39.1,5230.0,31.7,4244.0,5.0,5.4,721.0,1405.0,329.0,669
38701.0,0.0,10199.0,52.6,15821.0,37.9,11404.0,9.3,10.8,3261.0,3921.0,1097.0,2802
19386.0,6.0,4730.0,57.4,8621.0,45.4,6816.0,9.4,10.1,1524.0,2681.0,630.0,1413
61197.0,0.0,15438.0,47.3,23523.0,34.5,17158.0,8.2,10.0,4998.0,6012.0,1607.0,4071
91243.0,50.0,18997.0,51.8,36296.0,40.4,28288.0,8.0,9.3,6509.0,11889.0,2866.0,5605
55207.0,9.0,13111.0,50.6,21826.0,38.8,16725.0,8.4,9.7,4194.0,5699.0,1374.0,3608
73703.0,8.0,8478.0,33.4,20531.0,27.9,17137.0,4.3,4.9,3007.0,4353.0,1245.0,2653
20192.0,2.0,4470.0,55.2,8549.0,40.9,6334.0,10.2,12.1,1867.0,2592.0,648.0,1576
44727.0,4.0,13317.0,38.7,13896.0,29.9,10738.0,9.0,8.5,3070.0,4613.0,1297.0,3227
16006.0,2.0,5273.0,46.2,5948.0,31.9,4106.0,9.9,9.9,1274.0,1739.0,489.0,1275
13824.0,0.0,3371.0,52.7,5616.0,36.6,3903.0,9.8,11.1,1184.0,1745.0,411.0,1050
23081.0,6.0,4298.0,24.3,4576.0,19.4,3655.0,5.2,4.9,928.0,1360.0,447.0,981
42639.0,14.0,10394.0,51.6,16843.0,37.5,12235.0,9.8,11.9,3889.0,4601.0,1216.0,3193
284010.0,46.0,70097.0,37.6,87874.0,27.1,63417.0,6.3,6.3,14700.0,22537.0,6945.0,14743
35564.0,9.0,9309.0,54.3,14951.0,39.8,10949.0,9.3,10.2,2803.0,4371.0,1037.0,2554
61497.0,0.0,7447.0,46.7,20685.0,37.1,16418.0,5.5,6.6,2935.0,5308.0,1260.0,2435
566719.0,90.0,81426.0,38.0,160153.0,30.6,128962.0,5.4,5.0,21123.0,40266.0,10121.0,22735
865939.0,271.0,119536.0,54.8,319830.0,44.2,258117.0,7.9,6.8,39531.0,100541.0,23101.0,46347
6040.0,0.0,1621.0,47.9,2201.0,37.8,1738.0,8.6,7.9,366.0,547.0,156.0,397
65507.0,6.0,18441.0,46.3,24452.0,35.1,18525.0,8.9,8.5,4479.0,6737.0,1910.0,4702
156225.0,6.0,29234.0,43.7,51408.0,33.5,39367.0,6.2,7.9,9235.0,12335.0,3087.0,7238
13706.0,0.0,3522.0,53.8,6111.0,42.2,4790.0,9.8,10.9,1237.0,2114.0,490.0,1109
24965.0,0.0,8437.0,49.7,10058.0,31.9,6453.0,11.4,11.4,2302.0,2946.0,790.0,2303
16927.0,0.0,4098.0,49.5,6569.0,39.2,5206.0,8.9,11.2,1493.0,1829.0,449.0,1179
39507.0,6.0,9982.0,50.3,15729.0,37.3,11655.0,9.1,9.9,3085.0,4667.0,1185.0,2856
14306.0,0.0,3706.0,52.9,5904.0,38.8,4327.0,11.0,11.5,1284.0,1753.0,449.0,1229
24265.0,0.0,5106.0,52.1,9528.0,36.8,6726.0,9.6,12.5,2284.0,2570.0,630.0,1750
8632.0,0.0,2226.0,61.4,4126.0,42.9,2884.0,13.1,16.8,1128.0,1198.0,279.0,878
43144.0,0.0,11885.0,39.8,13923.0,29.5,10316.0,7.7,9.3,3252.0,4012.0,1095.0,2687
70942.0,12.0,15091.0,37.9,21701.0,32.2,18443.0,6.2,5.9,3397.0,4938.0,1541.0,3574
367990.0,66.0,57062.0,47.3,131691.0,35.3,98189.0,7.0,7.3,20420.0,37851.0,9096.0,19579
5575.0,0.0,1155.0,44.5,1823.0,32.1,1314.0,8.1,9.1,374.0,486.0,133.0,331
9475.0,0.0,2291.0,51.4,3901.0,34.3,2604.0,8.3,8.8,671.0,889.0,242.0,630
132064.0,24.0,25521.0,49.0,50159.0,35.8,36659.0,8.0,7.6,7802.0,13538.0,3133.0,8219
15888.0,0.0,4012.0,55.8,6826.0,38.3,4689.0,12.5,15.8,1935.0,2127.0,517.0,1528
35634.0,0.0,9471.0,38.9,11222.0,27.2,7838.0,7.7,7.8,2246.0,2945.0,875.0,2227
13295.0,0.0,3779.0,49.5,5246.0,34.7,3674.0,9.4,9.9,1047.0,1465.0,391.0,991
60833.0,42.0,16679.0,45.9,21796.0,36.4,17279.0,8.8,9.4,4466.0,5907.0,1613.0,4192
24415.0,4.0,6359.0,51.9,10065.0,35.1,6808.0,11.1,13.7,2656.0,2950.0,704.0,2146
10456.0,0.0,3112.0,48.7,4071.0,34.6,2892.0,9.5,9.2,771.0,1125.0,294.0,792
6907.0,0.0,2052.0,49.3,2789.0,35.7,2018.0,9.2,10.1,569.0,719.0,201.0,522
18807.0,0.0,4912.0,45.7,6884.0,33.9,5107.0,7.8,9.0,1351.0,1647.0,475.0,1177
28971.0,4.0,6289.0,51.6,11915.0,40.3,9302.0,9.0,9.8,2271.0,3975.0,944.0,2073
6628.0,0.0,1683.0,47.6,2376.0,33.5,1671.0,9.3,10.4,521.0,634.0,173.0,464
86983.0,0.0,16810.0,44.7,29034.0,33.2,21579.0,7.0,8.4,5437.0,6766.0,1828.0,4562
31749.0,0.0,12153.0,48.3,12808.0,33.6,8918.0,11.2,12.1,3209.0,3987.0,1081.0,2984
40003.0,8.0,8490.0,43.8,13654.0,32.4,10110.0,7.4,8.3,2580.0,3396.0,911.0,2317
4074.0,0.0,1155.0,43.4,1347.0,33.4,1037.0,9.5,8.9,276.0,398.0,118.0,296
20269.0,6.0,4558.0,44.3,6661.0,35.1,5280.0,7.0,6.8,1016.0,1783.0,483.0,1060
1770.0,0.0,546.0,49.2,705.0,37.3,534.0,9.8,9.4,134.0,187.0,56.0,140
50972.0,8.0,9077.0,41.5,15786.0,33.0,12563.0,6.1,7.1,2689.0,3508.0,989.0,2341
558067.0,80.0,106249.0,36.1,154212.0,27.9,119285.0,6.1,5.9,25297.0,49477.0,12751.0,26228
6054.0,0.0,1673.0,51.7,2501.0,37.9,1833.0,10.5,10.0,485.0,732.0,192.0,506
40408.0,9.0,10185.0,44.9,14293.0,33.6,10698.0,7.8,7.6,2419.0,3764.0,1036.0,2469
42542.0,9.0,9293.0,47.0,15060.0,35.7,11451.0,8.5,9.9,3191.0,3932.0,1054.0,2733
543557.0,64.0,122633.0,41.8,173833.0,32.0,132989.0,7.3,7.7,32022.0,46175.0,12530.0,30532
11512.0,0.0,3044.0,58.5,5012.0,43.2,3699.0,11.6,12.3,1056.0,1656.0,403.0,996
289195.0,78.0,56014.0,39.1,89155.0,32.0,72933.0,6.4,7.0,15929.0,28675.0,7079.0,14538
48021.0,4.0,12609.0,42.7,17140.0,30.9,12416.0,7.9,8.0,3216.0,4305.0,1366.0,3160
21924.0,0.0,4637.0,42.3,6738.0,34.0,5413.0,7.7,6.6,1054.0,1910.0,522.0,1231
70503.0,27.0,17039.0,49.6,27348.0,37.1,20476.0,9.2,11.0,6092.0,7873.0,1996.0,5087
4029.0,0.0,1510.0,49.0,1735.0,31.7,1123.0,9.6,9.3,331.0,463.0,130.0,341
6050.0,0.0,1565.0,41.5,1840.0,31.8,1410.0,8.3,7.9,351.0,538.0,150.0,369
81069.0,0.0,16484.0,56.7,35881.0,41.5,26259.0,8.4,10.4,6572.0,8127.0,1850.0,5311
11555.0,0.0,1708.0,39.9,3024.0,30.4,2305.0,5.8,5.9,449.0,701.0,199.0,437
2074.0,0.0,537.0,39.8,661.0,27.3,453.0,9.0,8.4,140.0,191.0,62.0,150
11881.0,0.0,4182.0,57.5,5728.0,39.3,3913.0,13.5,15.1,1504.0,1770.0,483.0,1348
9855.0,0.0,2396.0,48.9,3756.0,36.5,2804.0,8.5,10.0,766.0,933.0,247.0,657
28248.0,0.0,4778.0,56.8,12530.0,44.7,9852.0,9.0,10.1,2228.0,3684.0,873.0,1980
86184.0,18.0,25000.0,46.3,31969.0,34.4,23770.0,8.7,9.2,6375.0,8537.0,2375.0,5996
8792.0,0.0,2046.0,61.2,4239.0,48.6,3366.0,11.2,12.5,863.0,1437.0,343.0,777
70963.0,6.0,19773.0,39.0,22840.0,29.2,17098.0,7.5,7.3,4292.0,5833.0,1811.0,4397
3870.0,0.0,1148.0,45.7,1401.0,35.6,1092.0,8.0,6.8,208.0,341.0,92.0,247
19305.0,0.0,4704.0,50.5,7970.0,37.9,5979.0,9.2,10.6,1671.0,2580.0,606.0,1458
1249.0,0.0,338.0,41.2,395.0,33.3,319.0,7.6,6.2,59.0,98.0,29.0,73
24578.0,0.0,5943.0,52.3,9672.0,38.5,7116.0,10.5,11.3,2082.0,2829.0,727.0,1945
219564.0,50.0,60113.0,43.5,75893.0,31.7,55259.0,8.3,8.8,15322.0,21297.0,6003.0,14535
24949.0,6.0,4799.0,47.5,8857.0,37.4,6971.0,8.0,8.2,1530.0,2279.0,593.0,1491
507078.0,199.0,104370.0,39.2,153794.0,29.3,114852.0,6.6,6.7,26160.0,46978.0,11719.0,25870
13844.0,0.0,3811.0,54.4,5923.0,36.3,3951.0,11.1,12.4,1345.0,1823.0,442.0,1213
14436.0,0.0,3727.0,57.5,6361.0,38.1,4214.0,10.2,11.7,1294.0,1849.0,451.0,1126
26139.0,4.0,6127.0,46.7,9276.0,31.5,6252.0,8.0,7.0,1387.0,2253.0,638.0,1587
859064.0,81.0,106598.0,42.7,276089.0,34.7,224533.0,5.1,5.1,32932.0,58354.0,15030.0,32828
114772.0,36.0,25540.0,45.1,42276.0,33.5,31389.0,7.6,9.6,9026.0,11383.0,2891.0,7094
53285.0,4.0,13164.0,51.3,21555.0,35.2,14777.0,10.0,11.9,5010.0,6339.0,1536.0,4197
33407.0,3.0,7804.0,42.5,10835.0,36.5,9313.0,7.0,6.5,1661.0,2445.0,725.0,1776
10003.0,8.0,2863.0,47.0,3634.0,37.3,2883.0,9.1,8.8,681.0,963.0,277.0,705
11234.0,0.0,3162.0,58.5,5274.0,44.1,3977.0,11.0,11.9,1072.0,1832.0,435.0,990
17284.0,0.0,4255.0,49.6,6514.0,39.3,5162.0,8.9,8.7,1147.0,1929.0,480.0,1174
3376.0,0.0,758.0,40.0,938.0,31.4,736.0,6.5,5.6,131.0,217.0,62.0,152
533670.0,142.0,102558.0,44.6,185177.0,35.7,148074.0,6.9,7.3,30097.0,51514.0,13050.0,28630
57835.0,7.0,8714.0,44.5,19370.0,36.7,15973.0,6.1,7.2,3149.0,4132.0,1047.0,2643
72480.0,6.0,11996.0,46.1,28400.0,36.6,22528.0,7.2,7.3,4493.0,7566.0,1859.0,4458
22883.0,0.0,5551.0,49.8,8830.0,35.7,6333.0,8.3,10.1,1791.0,2184.0,563.0,1480
20299.0,0.0,5131.0,46.1,7266.0,32.9,5185.0,9.1,10.6,1669.0,2438.0,608.0,1433
