TOT_POP,ICU Beds_x,Population Aged 60+,STATE_FIPS,CNTY_FIPS,anycondition_prevalence,anycondition_number,Obesity_prevalence,Obesity_number,Heart disease_prevalence,COPD_prevalence,COPD_number,diabetes_prevalence,diabetes_number,CKD_prevalence,CKD_number
21995,0,4899,28,139,54.1,8994,38.1,6331,9.1,10.8,1787,14.4,2386,3.5,589
27410,6,7465,45,87,54.7,11821,41.2,8897,9.3,10.4,2238,16.2,3505,4.0,863
11481,0,2909,38,71,49.0,4296,40.4,3540,8.2,7.0,610,11.9,1042,3.2,279
20952,10,6773,26,129,53.9,9202,39.7,6778,11.8,13.0,2224,14.8,2521,4.1,706
5460,0,1681,51,580,48.0,2151,34.1,1527,8.9,9.9,441,13.6,609,3.6,161
17142,0,4150,45,61,52.2,7144,42.4,5804,9.3,10.3,1408,18.6,2548,4.5,614
15878,0,5285,55,129,48.5,6232,37.9,4865,9.3,8.5,1089,12.1,1556,3.7,476
20298,6,4447,28,153,57.2,8764,41.3,6333,9.1,10.1,1553,16.1,2475,3.8,576
134214,14,21027,37,85,45.6,45278,35.6,35355,7.0,7.9,7862,12.2,12096,3.0,3008
67420,0,14752,13,47,43.1,22389,28.6,14868,7.4,8.4,4376,11.6,6031,3.0,1564
18691,0,4286,27,161,38.0,5463,30.4,4365,7.0,6.0,867,9.9,1424,2.9,420
16868,0,4835,19,83,47.1,6361,34.7,4685,8.1,7.3,986,11.1,1501,3.2,431
518132,47,119899,25,23,39.3,160283,27.9,113685,6.8,6.2,25466,9.3,37985,2.8,11423
1399,0,398,8,57,39.1,454,25.8,299,8.1,8.1,94,10.7,124,3.4,40
187888,35,44846,42,19,43.5,65463,33.4,50225,6.8,6.9,10440,10.0,14996,2.8,4212
3839,0,1176,48,151,49.9,1509,36.3,1099,9.9,8.7,264,15.0,455,3.9,117
19794,0,7031,30,53,44.2,7159,30.8,4985,10.6,9.9,1608,14.3,2318,4.1,670
34215,4,12332,37,175,48.0,13868,29.3,8460,10.6,10.2,2959,13.9,4003,3.9,1140
48305,7,12035,12,63,52.2,20546,37.4,14715,10.1,11.4,4501,15.6,6138,3.9,1520
20156,6,4672,22,41,55.4,8315,40.9,6136,10.6,12.5,1876,16.7,2506,4.2,635
35761,5,9046,17,105,47.3,13278,34.9,9803,8.1,9.3,2611,11.4,3194,3.2,908
56031,6,8436,21,209,49.0,20561,37.2,15595,6.9,8.7,3631,11.1,4670,2.6,1094
74254,43,20258,54,81,56.6,33305,37.5,22048,10.5,12.9,7598,16.0,9405,3.6,2121
823,0,282,48,443,53.9,356,38.8,256,11.8,9.4,62,19.5,129,4.8,32
98115,21,19612,22,57,51.2,38562,37.5,28246,8.6,10.3,7727,13.2,9935,3.3,2450
39316,10,8651,46,13,45.1,13484,37.5,11212,7.2,5.7,1699,10.3,3076,2.9,875
41619,17,15979,5,5,48.9,16754,32.5,11126,11.8,11.4,3889,14.5,4966,4.0,1381
26907,5,7930,50,19,41.5,9014,31.9,6923,8.3,8.9,1941,11.1,2417,3.4,732
35837,6,8198,27,17,43.4,12068,34.0,9450,7.1,6.1,1702,10.3,2875,3.0,828
63955,0,10982,27,27,33.7,16204,29.0,13964,5.3,4.6,2225,7.9,3819,2.4,1165
76806,12,19371,17,183,53.8,31586,38.7,22723,9.0,10.2,6002,12.9,7602,3.6,2105
15042,0,5390,55,7,42.8,5335,33.3,4152,9.4,8.0,1003,12.3,1529,3.7,466
13632,0,1663,38,53,43.4,4054,36.1,3372,6.0,5.8,538,8.9,830,2.5,231
4599,0,1136,29,197,49.3,1697,37.2,1281,9.7,11.3,391,13.2,453,3.6,122
2962,0,771,48,87,49.6,1084,37.0,808,9.5,9.4,206,14.7,321,3.8,82
5972,0,1684,30,73,40.1,1822,30.5,1385,8.7,8.2,370,12.4,562,3.6,162
9193,0,1891,13,209,45.7,3357,33.8,2482,8.2,9.5,701,14.3,1049,3.5,260
4240,0,1233,35,23,48.4,1587,33.2,1089,9.5,8.5,279,15.8,520,4.4,144
28601,0,7326,17,135,50.2,11469,34.9,7979,8.7,9.9,2261,12.0,2748,3.4,775
8414,0,2484,29,81,54.3,3465,38.8,2475,10.6,11.9,758,15.0,956,3.9,247
87847,10,20377,55,27,43.8,30860,37.9,26686,7.1,6.9,4872,10.0,7072,3.0,2078
857620,186,194911,9,9,39.5,270355,30.7,210164,6.5,6.3,43306,10.8,73592,2.8,19430
33839,0,8739,54,77,53.4,14619,39.0,10672,10.2,12.6,3451,15.2,4150,3.4,919
10787,0,3817,26,97,53.6,4873,37.8,3436,11.4,11.9,1081,15.1,1375,4.2,378
9038,0,2400,51,159,46.5,3483,37.0,2769,9.3,9.8,734,14.8,1107,3.9,293
7644,0,2064,40,93,47.9,2736,35.1,2005,9.2,9.0,517,12.6,718,3.3,190
2105,0,537,20,203,48.0,747,37.3,580,8.0,7.4,115,12.9,200,3.2,51
14029,4,4452,37,41,52.2,5842,39.0,4368,10.5,10.7,1195,16.8,1884,4.3,486
15249,2,4507,19,145,50.3,6189,38.4,4723,8.3,7.6,935,11.5,1411,3.3,401
102985,0,18623,29,165,35.7,28000,30.5,23938,5.7,6.3,4922,9.2,7217,2.4,1916
7176,0,2694,41,23,46.5,2743,31.4,1854,11.0,10.6,628,14.3,847,4.1,244
61607,16,11885,31,79,45.8,20472,37.3,16668,6.7,6.9,3103,11.0,4937,3.0,1331
10352,0,2645,5,105,49.9,4008,35.8,2878,10.6,11.4,913,14.2,1140,3.7,298
49728,20,12011,48,277,50.5,19135,36.7,13907,9.4,9.7,3686,14.3,5416,3.7,1400
18717,0,4867,20,41,50.3,7180,40.3,5754,8.4,8.5,1217,12.5,1780,3.4,481
70422,0,12724,13,157,39.4,20697,28.2,14813,6.9,8.1,4249,11.1,5853,2.9,1527
10880,0,2733,21,187,51.7,4381,38.3,3246,10.7,13.2,1119,15.4,1301,3.6,303
58485,10,8834,48,323,52.6,21160,42.1,16941,8.1,6.7,2701,17.7,7131,4.1,1632
57686,4,9951,29,113,45.6,19641,35.8,15404,7.3,9.1,3918,10.8,4652,2.8,1217
9608,0,2388,22,25,55.4,4184,42.1,3181,9.6,11.4,862,15.4,1167,3.8,289
321128,69,87591,12,111,47.1,121516,33.8,87148,9.7,10.1,26088,14.9,38342,3.9,10065
10980,0,2839,27,165,44.2,3663,35.0,2904,8.3,7.0,578,11.9,990,3.4,285
30650,10,9967,51,117,53.2,13283,38.4,9588,10.7,11.1,2780,17.0,4236,4.4,1107
21627,0,4027,6,11,41.2,6484,30.5,4795,7.1,7.1,1121,12.3,1926,3.4,537
28715,0,5153,21,163,49.6,11055,38.1,8492,8.2,10.1,2260,12.9,2867,2.9,656
52516,0,14012,26,157,49.6,20706,36.7,15335,9.5,11.0,4590,12.9,5404,3.5,1473
51056,0,10113,19,181,40.9,15694,35.9,13785,5.9,5.7,2177,8.9,3408,2.5,971
32201,8,7355,29,167,47.2,11737,34.2,8501,8.4,9.9,2456,11.8,2940,3.2,796
167207,20,37939,15,9,34.2,44759,22.8,29836,6.4,5.4,7107,10.4,13553,3.0,3947
167529,32,39318,8,101,44.7,58109,33.0,42869,7.2,7.0,9073,11.5,14975,3.4,4477
33363,5,7783,31,141,44.1,10869,36.3,8954,6.8,6.5,1607,10.5,2584,2.9,716
175769,38,36737,39,89,42.8,57814,33.8,45642,7.5,8.7,11789,11.5,15579,2.9,3938
36354,5,9352,48,217,52.9,14733,39.9,11116,9.6,9.4,2615,14.5,4050,3.7,1032
448273,60,99386,42,133,39.5,137789,29.8,104077,7.2,7.9,27440,11.2,39033,3.0,10353
69524,8,21116,37,31,49.3,28232,33.7,19315,9.3,9.1,5241,13.4,7674,3.5,2009
15761,0,4425,19,67,47.1,5714,37.8,4582,8.7,8.3,1001,12.0,1454,3.4,418
1481093,281,326104,36,103,38.2,445735,29.0,338741,6.4,6.6,76759,10.7,124634,2.7,31962
368100,143,80015,42,77,41.2,117297,33.5,95439,6.8,7.1,20116,11.1,31720,3.0,8526
37480,24,9809,5,9,48.4,13982,32.4,9359,10.1,10.6,3048,13.0,3742,3.5,1021
119089,34,26739,1,103,49.2,45187,37.4,34378,8.7,9.7,8910,13.7,12583,3.4,3088
15234,0,4827,18,13,45.6,5701,33.7,4213,8.8,10.3,1286,13.6,1694,3.4,423
11127,0,2659,40,149,48.2,4006,36.1,2999,8.9,9.1,759,12.6,1046,3.3,272
172828,30,29727,17,113,37.1,50324,28.6,38808,5.5,6.1,8247,8.2,11180,2.4,3312
6250,0,2017,50,9,40.8,2097,29.3,1507,9.9,10.3,527,12.7,656,3.8,193
65263,12,18721,42,5,48.5,25573,37.1,19571,8.8,9.5,5030,13.1,6934,3.4,1789
10212,0,2800,29,173,47.9,3857,34.6,2788,9.1,10.4,837,12.5,1011,3.3,268
5676,0,2170,55,51,47.2,2267,35.0,1680,10.4,9.1,436,13.3,640,4.1,195
35108,5,9303,48,477,50.3,13829,37.6,10335,9.1,8.6,2361,14.0,3838,3.6,1003
15902,4,6467,27,1,45.9,6077,31.8,4212,10.5,8.3,1097,13.9,1838,4.0,534
22107,0,6449,53,39,37.4,6674,27.3,4867,8.8,8.3,1480,12.7,2271,3.7,651
7788,0,2064,28,37,53.1,3177,37.8,2261,9.9,10.6,632,16.2,971,4.0,240
28616,0,6333,13,169,51.2,11266,35.3,7762,8.2,9.2,2012,14.4,3177,3.5,766
17987,4,5588,6,27,40.8,5836,27.3,3906,8.0,7.7,1102,11.7,1676,3.5,502
37300,0,11100,36,31,43.8,13670,31.7,9902,8.4,8.9,2771,11.3,3540,3.2,1010
2192,0,735,38,95,47.9,828,36.1,624,10.4,8.8,152,13.8,239,3.9,67
6659,0,1807,21,57,59.6,3109,41.9,2186,12.2,14.8,770,17.3,902,4.1,213
56811,5,11916,54,37,46.5,20549,35.4,15637,8.2,9.8,4327,12.6,5554,2.9,1284
28719,0,7726,48,407,54.7,12311,39.5,8897,10.7,10.9,2444,16.0,3601,4.0,899
21764,0,8279,26,89,44.0,8032,31.3,5718,9.2,8.7,1586,11.6,2122,3.4,630
4795,0,822,48,229,55.5,2097,44.0,1663,9.1,8.2,309,17.3,652,4.1,154
442,0,89,48,261,54.8,176,40.8,131,10.7,9.9,32,19.8,64,4.7,15
15150,0,3493,27,135,42.5,4893,34.2,3933,7.1,6.2,709,10.3,1188,3.0,341
6422,0,1381,2,198,46.5,2302,33.0,1634,9.2,9.8,485,14.2,705,3.7,185
143277,48,28610,28,59,47.7,52412,36.1,39660,7.7,8.4,9193,13.0,14265,3.1,3459
25733,4,4914,8,107,26.9,5664,20.3,4278,5.2,5.1,1072,7.2,1521,2.4,515
13057,0,3478,46,79,41.4,4315,32.3,3369,7.9,6.2,644,10.7,1115,3.1,325
12772,0,3036,21,31,55.8,5525,39.8,3939,11.2,13.9,1379,15.9,1571,3.8,371
3478,0,1378,48,385,55.6,1608,39.1,1131,12.8,11.6,335,18.8,543,4.8,140
12690,0,3778,19,197,51.2,4942,38.9,3754,9.2,8.3,800,12.5,1206,3.6,344
63916,8,15876,6,103,46.8,22722,34.2,16605,8.7,9.4,4555,13.0,6289,3.8,1864
996945,468,235062,29,189,40.7,316527,29.9,232448,6.8,6.7,52225,10.4,81047,2.9,22399
1769,0,514,38,33,45.8,630,34.8,478,8.9,7.4,101,11.9,163,3.4,47
6580,0,1215,49,1,39.3,1753,31.8,1419,6.5,6.3,279,10.4,464,2.9,129
73139,4,20511,37,37,44.7,26107,31.9,18622,8.7,8.2,4794,12.8,7475,3.5,2058
414576,211,68651,45,79,42.6,138891,36.3,118318,5.8,5.8,18970,11.0,35795,2.8,9167
9864,0,1826,48,369,49.7,3503,38.9,2740,8.4,7.8,548,15.1,1063,3.6,254
36629,7,9240,39,31,47.9,13376,36.7,10255,10.0,12.0,3367,13.8,3870,3.6,1004
10897,0,2825,5,11,53.0,4393,37.0,3066,10.2,10.4,865,16.3,1355,4.0,332
169401,35,41209,45,3,48.7,64494,36.5,48381,8.1,8.4,11174,13.3,17658,3.5,4627
35873,6,8587,27,85,40.7,11253,35.3,9750,7.0,6.0,1656,9.9,2741,3.0,815
31129,10,5398,48,273,46.0,10851,37.2,8775,6.7,5.6,1318,13.2,3107,3.2,758
59830,6,11580,22,113,48.2,21501,37.9,16904,8.6,10.5,4674,12.9,5732,3.4,1497
10447,0,2568,46,109,46.4,3462,35.9,2677,10.2,8.4,627,14.2,1059,4.0,298
29189,0,6652,51,145,42.9,10236,31.6,7542,7.0,7.3,1746,10.5,2516,2.8,672
1101,0,429,6,3,43.7,397,29.5,268,9.7,9.9,90,14.3,130,4.1,37
22983,0,7186,26,109,48.2,9067,36.7,6900,10.1,10.9,2053,13.1,2465,3.7,690
5420,0,1719,20,201,45.3,1906,35.9,1511,9.3,9.0,377,13.1,553,3.6,150
8477,0,2085,22,81,55.8,3622,40.0,2599,10.5,12.0,782,17.5,1139,4.4,283
179914,71,30269,37,147,44.3,62692,35.7,50539,6.6,7.3,10298,11.7,16605,3.1,4346
22725,0,6129,1,111,54.8,9782,36.1,6444,10.1,11.3,2013,16.1,2880,3.8,682
71818,0,14107,4,1,48.0,25089,34.8,18200,10.9,12.8,6717,17.0,8894,5.1,2669
8189,0,2279,29,203,52.7,3388,37.1,2386,11.8,14.1,908,16.0,1029,4.3,274
950181,412,171837,12,31,47.0,345486,33.9,249336,7.1,8.1,59738,13.4,98334,3.1,22635
5278,0,1551,31,143,43.5,1778,36.6,1494,8.0,7.6,312,10.9,445,3.3,133
180454,156,49628,54,39,52.2,75463,37.4,54021,10.5,12.1,17475,14.7,21166,3.6,5256
682,0,316,31,91,43.4,231,34.3,182,9.7,8.2,44,12.5,66,3.8,20
13336,0,3068,29,133,55.1,5808,40.0,4213,10.4,12.9,1356,16.0,1686,4.1,429
42733,6,13064,40,41,54.0,18460,36.3,12407,12.1,12.4,4231,17.2,5876,4.4,1496
10105518,2126,1800341,6,37,36.3,2877316,26.5,2097906,5.5,5.5,434075,12.0,952335,3.0,237766
76493,27,19389,33,5,40.7,25593,31.5,19785,7.0,8.1,5094,10.5,6566,2.8,1781
40796,0,11054,55,115,44.5,14268,36.9,11838,8.3,7.9,2549,11.5,3703,3.4,1084
20358,0,6188,29,141,52.0,8159,36.2,5684,11.5,13.5,2118,15.5,2431,4.2,652
18918,5,5437,55,47,43.8,6433,36.5,5356,8.5,8.1,1182,11.2,1650,3.4,505
11693,0,2589,16,73,49.1,4248,36.5,3158,9.3,9.4,811,14.8,1279,3.8,330
12535,0,4734,6,105,44.5,4630,30.1,3129,10.3,10.4,1084,14.4,1492,4.3,443
26887,8,5815,13,279,49.4,9774,36.2,7158,9.1,10.7,2122,16.0,3171,3.9,781
10541,0,3347,29,149,53.1,4336,35.3,2882,11.7,13.5,1105,16.2,1325,4.2,345
134313,24,27165,51,650,46.8,49690,35.3,37498,6.6,7.0,7403,13.3,14108,3.3,3481
56195,4,16636,51,67,48.2,21897,35.3,16032,9.5,9.9,4504,13.9,6315,3.6,1653
12796,0,3745,16,79,45.7,4646,31.7,3223,9.8,9.9,1008,14.2,1448,3.9,395
2278906,129,470619,36,81,36.3,661141,25.3,460574,6.2,6.1,110259,13.3,242663,3.0,54827
7303,0,1213,31,173,55.8,2604,46.4,2163,8.8,9.7,450,14.7,687,3.8,179
11534,0,3177,29,139,49.0,4409,34.0,3061,10.1,11.8,1061,13.9,1247,3.7,334
10218,0,2710,40,105,53.7,4236,39.3,3101,10.4,10.9,861,14.9,1174,3.8,300
36240,0,8144,18,69,44.1,12547,36.4,10348,7.7,9.5,2710,12.6,3585,3.0,858
265429,64,62613,34,1,40.9,85577,30.2,63143,7.6,7.5,15750,12.7,26509,3.2,6795
48177,13,10584,40,19,51.4,18559,36.5,13177,8.9,9.5,3425,13.5,4875,3.4,1217
1876,0,380,8,17,36.4,509,25.8,361,7.6,7.5,105,10.0,140,3.3,46
10712,0,3061,19,81,44.4,3720,34.8,2919,8.0,7.2,605,10.6,888,3.2,265
77781,16,16661,18,43,40.3,24277,30.6,18413,6.8,8.6,5173,11.3,6811,2.8,1708
11964,0,3281,19,37,42.4,3877,35.0,3202,8.0,7.5,685,11.2,1022,3.1,287
20599,0,5184,54,43,58.7,9432,42.0,6745,12.4,15.9,2552,16.7,2687,4.0,644
14198,0,3491,21,65,58.3,6501,42.4,4729,12.4,16.1,1795,17.6,1967,4.1,459
19389,0,4228,13,229,47.3,6896,34.2,4987,8.6,10.2,1493,13.5,1961,3.5,506
9108,0,2392,29,25,49.4,3427,35.5,2465,9.4,10.9,756,13.1,907,3.5,243
805,0,289,31,183,46.6,303,36.4,236,9.9,9.0,58,13.3,86,3.9,25
476,0,164,31,9,43.7,168,35.7,137,8.1,7.4,29,11.2,43,3.2,12
11289,0,2862,40,103,48.7,4206,35.6,3072,9.1,9.2,794,12.7,1096,3.3,285
89694,0,16229,55,109,33.9,22835,29.3,19766,5.6,5.2,3530,7.8,5262,2.4,1640
21780,8,3309,20,175,47.1,7010,38.7,5755,6.8,7.3,1080,13.5,2013,3.2,471
47364,6,9312,53,37,32.8,12897,27.2,10681,6.1,5.9,2316,8.7,3402,2.7,1054
25063,0,5677,47,81,55.2,10959,40.8,8102,9.5,11.8,2337,14.0,2786,3.4,673
33147,5,6611,18,27,45.2,10587,32.0,7499,8.5,11.5,2702,13.2,3091,3.3,779
11327,0,2283,25,19,32.8,2931,26.5,2366,5.5,5.0,448,8.1,726,2.5,222
8903,0,2374,45,5,57.0,4119,41.9,3026,10.2,10.7,776,21.2,1530,4.9,351
1362,0,369,48,433,50.3,533,35.6,377,10.9,10.0,105,15.4,163,4.0,43
17948,2,4836,5,121,51.6,7062,35.8,4902,10.8,11.6,1594,14.5,1989,3.8,523
171361,35,30241,48,251,48.3,61261,37.2,47177,7.3,7.7,9763,12.0,15229,3.0,3757
22304,0,4356,29,147,38.6,7253,31.9,5987,6.6,7.9,1476,9.3,1739,2.7,498
399182,39,74900,29,183,42.6,130626,33.7,103296,5.9,6.6,20338,9.4,28790,2.4,7497
916,0,294,31,85,49.9,354,38.4,273,11.0,9.6,68,14.1,100,4.1,29
47079,8,14046,37,13,53.6,20171,39.5,14854,10.2,10.5,3949,15.9,5985,4.1,1554
42454,0,6340,48,71,44.9,13721,37.2,11372,6.7,7.0,2137,11.3,3449,2.8,864
39531,12,9748,56,13,41.5,12223,29.6,8710,8.0,8.3,2429,11.9,3503,3.3,978
46430,6,11338,36,3,45.8,16954,34.5,12779,8.3,9.4,3499,11.7,4343,3.2,1182
75317,51,17686,28,75,47.1,27187,36.1,20823,8.7,9.2,5325,14.4,8324,3.7,2161
103195,24,21277,24,45,46.2,37217,36.9,29697,7.0,7.8,6242,12.9,10369,3.0,2448
3645,0,1142,19,3,48.3,1390,39.1,1125,8.5,7.8,224,11.5,330,3.3,95
29763,4,8196,1,93,52.1,12285,35.0,8253,10.6,12.0,2823,15.1,3558,3.8,902
205950,21,25156,47,125,45.3,68403,36.6,55253,5.6,7.1,10643,10.8,16257,2.5,3714
53745,6,12790,39,5,48.6,20250,36.9,15368,8.5,9.9,4106,12.3,5107,3.1,1306
12442,0,2502,21,197,55.1,5206,39.3,3711,10.2,13.3,1251,15.3,1441,3.5,333
34371,8,9157,27,5,41.1,10687,33.1,8599,8.0,6.7,1733,10.5,2734,3.3,857
5360,0,973,16,63,44.9,1712,32.4,1235,7.9,8.0,305,12.7,486,3.3,127
22402,0,6384,45,39,50.6,9168,41.1,7440,9.7,10.2,1855,19.2,3483,4.5,819
943823,173,197334,9,1,31.7,231953,23.2,169774,5.5,5.5,39898,8.6,62779,2.6,19329
369811,92,75299,34,21,38.4,111806,30.5,88790,6.1,5.8,17022,11.3,32972,2.8,8158
5610,0,1200,8,73,38.3,1716,27.2,1218,7.2,7.2,324,9.7,434,3.1,137
11924,0,3359,27,23,43.5,3969,33.9,3090,8.0,6.7,614,11.6,1056,3.3,302
55976,14,14708,37,107,54.4,23582,39.9,17305,10.2,10.9,4725,17.3,7506,4.4,1900
17761,0,5164,47,171,52.7,7611,35.1,5072,11.2,13.0,1879,15.6,2260,3.9,569
78753,32,16826,29,31,42.9,26592,33.6,20824,7.2,8.3,5114,10.6,6595,2.9,1784
25220,0,6150,47,69,58.3,11830,43.0,8721,10.2,12.2,2473,18.0,3641,4.1,825
13280,0,3473,20,85,46.3,4614,39.0,3889,7.9,8.0,799,12.5,1250,3.2,314
3216,0,956,38,31,45.9,1163,37.0,938,8.4,7.0,177,11.4,289,3.2,82
49455,8,11948,36,57,45.9,17543,36.0,13755,9.1,10.3,3949,13.4,5138,3.5,1351
4286,0,1037,8,95,35.7,1153,25.4,820,7.8,7.2,233,9.9,319,3.4,111
209983,51,35016,17,19,36.5,62310,27.9,47583,5.4,6.0,10215,8.6,14748,2.5,4186
291538,73,43608,2,20,37.2,81868,27.7,60995,5.1,5.5,12059,8.9,19490,2.4,5309
33888,10,5103,20,57,49.6,11744,40.9,9683,7.2,7.3,1718,13.8,3263,3.1,746
700307,274,136794,29,95,44.0,235337,34.9,186829,6.7,7.8,41587,11.7,62470,3.0,16187
15611,0,4190,17,149,49.4,5988,35.8,4341,9.1,10.5,1269,12.5,1515,3.6,432
118230,52,24464,55,63,36.5,34625,29.4,27884,6.1,5.7,5429,8.1,7729,2.6,2510
10177,0,2880,29,93,54.1,4351,40.0,3218,10.4,12.4,996,14.5,1164,3.8,304
15420,0,3814,51,135,50.8,6337,36.6,4565,9.4,10.1,1265,16.2,2025,4.0,503
20690,4,4547,18,153,50.7,8469,40.5,6768,8.3,10.6,1775,13.4,2246,3.2,537
21055,5,4746,28,43,53.9,8637,41.7,6678,9.3,10.2,1630,16.4,2627,3.9,629
16184,0,4936,47,5,55.2,7150,37.1,4801,12.1,14.5,1870,17.0,2205,4.3,551
27004,0,6600,21,43,57.9,12113,40.5,8475,11.5,14.7,3074,16.6,3470,3.9,817
324890,78,42641,47,149,44.6,109104,34.4,84208,5.8,7.3,17935,10.3,25187,2.5,6007
16722,0,6057,5,89,51.9,7059,33.2,4517,12.6,12.7,1733,16.4,2232,4.3,585
13747,0,2288,30,35,51.3,4852,38.7,3660,9.7,10.5,995,16.3,1538,4.2,398
33033,8,6098,48,449,50.3,11794,38.9,9124,8.5,8.6,2017,14.5,3405,3.5,832
109864,27,27978,36,69,38.8,34020,29.6,25965,7.1,7.7,6751,10.2,8931,2.9,2580
277097,142,61034,42,43,41.1,88350,32.2,69147,7.0,7.2,15560,11.4,24525,3.1,6550
492,0,115,31,117,44.7,179,35.4,142,9.0,8.5,34,12.2,49,3.6,14
43622,10,10379,26,23,51.4,17230,36.8,12332,9.1,10.6,3566,12.3,4115,3.4,1140
16207,4,4382,27,65,41.6,5295,31.9,4057,8.1,7.2,919,11.8,1500,3.3,420
8679,0,2842,19,133,47.8,3230,36.2,2448,9.5,8.6,585,12.6,851,3.7,249
29439,0,4382,16,51,41.4,8032,34.4,6673,6.0,6.3,1223,9.6,1855,2.7,517
7649,0,2554,53,19,44.4,2805,32.6,2059,10.9,10.6,670,15.2,962,4.3,274
3079,0,630,48,421,47.4,1047,36.4,804,8.0,7.7,169,13.1,289,3.3,72
7033,0,1622,21,129,59.8,3400,44.4,2523,13.1,17.2,978,18.5,1051,4.3,247
71375,28,16604,12,131,44.5,25369,30.3,17256,9.1,10.1,5730,12.2,6964,3.4,1941
163129,33,34912,55,105,43.8,55000,34.6,43398,7.0,6.9,8680,10.4,13020,3.0,3784
32251,6,7881,45,23,50.5,12630,39.7,9928,9.1,10.0,2511,16.2,4041,3.9,983
12440,0,3913,27,71,43.3,4405,34.4,3500,9.1,7.6,773,12.3,1253,3.7,372
110445,12,24267,4,17,47.8,38682,32.5,26316,10.6,11.4,9193,15.2,12334,4.5,3679
14147,4,4413,55,107,46.9,5295,34.7,3914,9.7,9.3,1049,12.7,1430,3.8,430
6050,0,1705,29,205,47.7,2193,34.5,1585,9.5,10.7,491,13.2,606,3.5,161
850967,139,167777,6,111,33.7,221125,23.9,156883,5.9,5.6,36831,9.7,63672,2.9,19164
12288,0,3156,17,129,44.7,4283,32.6,3125,7.4,8.3,796,10.4,1001,3.0,287
4326,0,1263,40,53,49.4,1629,34.6,1141,9.3,8.9,294,12.3,407,3.3,110
5802,0,1490,20,143,48.0,2155,38.0,1706,8.3,8.2,369,12.4,558,3.2,145
94324,82,20099,48,37,50.3,36179,39.5,28413,8.3,8.4,6027,13.7,9879,3.4,2465
9252,0,2342,21,149,52.2,3680,36.5,2572,10.5,12.7,893,15.0,1057,3.6,252
19816,0,3334,48,163,49.9,7605,40.1,6112,7.2,6.3,965,14.5,2211,3.3,510
9974,0,2481,1,85,61.7,4764,45.8,3535,11.0,12.1,932,22.3,1719,5.0,385
22869,10,5565,46,135,42.9,7723,33.6,6051,7.7,6.2,1122,10.4,1870,3.1,559
7584,0,2153,48,175,51.3,3059,37.2,2218,9.5,8.5,504,15.4,921,3.8,228
10340,0,1972,13,173,46.1,3626,34.4,2705,8.1,9.8,767,14.1,1106,3.5,272
15000,0,4846,37,121,46.3,5682,32.8,4021,10.2,10.7,1307,13.7,1678,3.8,461
9410,0,3905,45,65,54.5,4520,39.5,3276,11.9,11.0,910,19.0,1576,4.8,402
370963,92,65781,26,161,34.8,105037,26.6,80340,5.5,5.6,16992,8.7,26177,2.4,7294
68114,34,15529,5,69,52.7,27960,42.2,22392,9.2,9.6,5096,16.4,8680,3.9,2089
3343364,570,604412,6,73,34.1,893601,24.1,631650,5.3,5.1,133740,9.6,251137,2.7,70932
17821,2,4680,21,207,51.8,7134,38.4,5292,11.6,14.6,2010,16.8,2318,4.0,548
71604,0,16589,40,37,48.7,26517,35.1,19095,9.2,9.9,5375,13.1,7150,3.4,1850
6889,0,2568,8,55,41.8,2411,27.0,1557,9.7,8.2,475,13.5,777,4.2,244
22612,8,4782,13,107,52.8,8989,37.7,6420,9.1,11.1,1896,16.3,2775,4.0,679
11161,0,3618,37,5,51.7,4766,35.3,3254,12.4,13.1,1209,16.5,1525,4.5,415
82753,17,16862,18,5,46.3,29197,31.9,20117,7.1,8.5,5341,11.8,7412,2.8,1785
111729,38,24271,46,103,40.9,35239,30.1,25924,7.4,6.0,5206,10.3,8907,3.0,2586
323780,260,55235,21,67,42.5,108765,31.6,80941,6.9,7.9,20300,11.8,30179,2.8,7062
157672,10,28392,6,39,45.3,51784,32.8,37501,7.2,7.6,8657,12.7,14552,3.5,4039
45108,9,13673,27,61,45.7,16331,35.4,12651,8.3,7.0,2484,11.8,4201,3.4,1212
42565,26,9945,18,37,41.8,13482,33.2,10720,7.6,9.1,2943,11.7,3774,3.0,964
14520,0,4258,45,17,50.5,5948,37.6,4432,9.0,9.2,1084,16.4,1931,4.0,477
20388,0,5162,21,27,55.8,8780,39.8,6262,10.8,13.1,2068,15.5,2433,3.6,572
39583,10,10474,47,13,54.2,17046,38.2,12008,11.1,14.0,4389,15.8,4953,3.9,1230
420152,71,93051,42,11,41.8,136547,32.9,107359,7.2,7.8,25364,11.2,36610,3.1,10025
12097,0,3437,30,43,37.3,3588,29.0,2793,7.2,6.7,642,10.5,1008,3.0,291
597555,110,110038,20,91,34.4,155375,27.2,122920,5.4,4.7,21432,8.2,37119,2.4,10687
13158,0,2865,48,279,52.9,5028,39.9,3790,10.1,9.4,892,17.1,1620,4.2,401
36611,8,5555,20,55,50.3,12856,44.2,11303,6.5,7.2,1841,12.9,3289,3.0,776
128607,76,29936,47,179,41.9,43675,31.3,32590,8.2,9.5,9865,12.2,12717,3.1,3218
13765,0,4283,8,7,34.1,3850,23.8,2685,7.6,6.9,782,10.3,1162,3.4,383
74615,18,20550,39,43,48.0,28577,37.0,22030,8.9,9.6,5713,13.5,8021,3.3,1994
1955,0,704,31,15,45.7,723,36.0,570,9.7,8.5,135,12.7,202,3.7,59
