TOT_POP,ICU Beds_x,Population Aged 60+,STATE_FIPS,CNTY_FIPS,anycondition_prevalence,anycondition_number,Obesity_prevalence,Obesity_number,Heart disease_prevalence,COPD_prevalence,COPD_number,diabetes_prevalence,diabetes_number,CKD_prevalence,CKD_number
0.016285440671860406,-0.24587170264637603,0.02579998234826084,-1.9344169181214794,0.1361897256014398,0.939915344967148,0.14776069197519615,0.6422421005775346,0.11027534599509066,-0.1923457625313204,0.25844603491508095,0.17536319497309802,-0.025079342955885955,0.07645105822241027,-0.4156935324852004,0.03303850120453418
-0.2395941724751314,-0.213158264243426,-0.2099034373656746,0.3019209772580593,-0.6111157726171762,0.007561119851449049,-0.23568134116633635,-0.2908048082187636,-0.24821300481415765,-0.08209951470381584,-0.7627627104289034,-0.2797623567672141,1.4492729968757274,-0.14741688778099238,1.608864714482793,-0.16184789209300268
-0.35997872197418407,-0.3440120178552261,-0.3466799529226792,1.3543152809660775,-0.2374630235078682,1.0010533269419477,-0.3566925418655142,0.7977499187102515,-0.3619863715882581,1.1306092113987385,1.0345646813765081,-0.3452242477994661,0.536578691265681,-0.3388299040463356,0.9340119654934613,-0.33606788336468896
0.6451331261256713,0.4901806614199998,0.9661287178156082,0.7623434851303172,-0.31612676016245933,-0.6343876908839505,0.7539647768144505,-0.9572668859304039,0.6844454614296236,-0.35771513427257823,-0.31343086247755025,0.9146915967538916,-0.5516337500386052,0.6887713475687542,-0.4156935324852004,0.7410294351223818
-0.42028172475854375,-0.3440120178552261,-0.4415263184628778,1.156991349020824,0.9424930263109992,0.5119494711435479,-0.4495157752537111,0.5533804902159828,-0.4491309728819498,0.9101167157437292,0.34014273454259936,-0.46652422965095897,0.8174077083764648,-0.4234022392031766,0.7652987782461285,-0.42451119526026443
-0.42463874417570735,-0.3440120178552261,-0.44529296949370756,0.49924490920331266,-0.8864388509082453,-0.8330861323020499,-0.4596257452923,-0.7795436652072995,-0.4587263170677173,-0.24746888644507367,-0.9261561096839407,-0.48136092164601757,-0.7622555128716927,-0.43649081488221153,-0.5844067197325333,-0.4353999447147448
-0.3726635196390468,-0.3440120178552261,-0.3927429561538678,-0.9477972583952123,-0.5717839042898806,-0.7566636548335499,-0.40580300649364276,-0.512958834122644,-0.40313174677359837,-0.4679613821000833,-0.6402176609876254,-0.4234176245301805,-0.5516337500386052,-0.38484720405814615,-0.4156935324852004,-0.3820672943254531
-0.3980794662391677,-0.3440120178552261,-0.4112884810209392,-0.6846986824682078,-0.6897795092717673,-0.26755979903515015,-0.4262628441649566,0.5533804902159828,-0.42081684249771784,-0.30259201035882594,-0.4359759119188286,-0.4454721666849974,-0.30590836006666977,-0.4048058013605659,-0.4156935324852004,-0.40606698700063437
0.05647199210463508,0.032192523778699265,0.03668141865954673,1.156991349020824,1.2768139070930116,0.48138048015614865,0.1529870324188735,0.4200880746736542,0.13434235682168785,-0.1923457625313204,-0.23173416285003182,0.13676774620216847,-0.06018297009473378,0.10801762309537684,-0.24698034523786827,0.08459339658084952
-0.21296794270357622,-0.18044482584047597,-0.20987728006684941,-0.6189240384864566,-0.9061047850718931,1.5971486511962467,-0.14376629152736867,1.5752890093738328,-0.15477637454619209,1.2959785831399961,1.8515316776516955,-0.03435545133543348,1.098236725487248,-0.12710294453253548,0.5965855909987955,-0.16940335089815234
